,track_name,track_id,artists,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1304,Gemist,25DTIE9e3vbIS2DOwQPqeZ,['De Jeugd Van Tegenwoordig'],['1u7uShzlA1tXJeox3jMFPq'],0.73,0.854,7,-7.673,1,0.0859,0.0314,0.000261,0.0879,0.614,155.05,293646,4
1305,One Of Us,7gaAt6OHP7rMzWSQCPcqN5,['Joan Osborne'],['0djV4iaxhNfYWpH60ia85o'],0.488,0.417,9,-10.775,1,0.0251,0.00726,1.04e-05,0.136,0.418,87.634,316160,4
1306,Move Your Feet,35kyKr5ArvTnFlldwR7JAD,['Junior Senior'],['7xNPROyVfkH4mcIxxCxySm'],0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,181827,4
1307,I Love It (feat. Charli XCX),3VZQshi4COChhXaz7cLP02,"['Icona Pop', 'Charli XCX']","['1VBflYyxBhnDc9uVib98rw', '25uiPmTg16RbhZWAqwLBy5']",0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,155337,4
1308,Weekend,5COEZEGmgolCyrMZPvWviH,['Earth & Fire'],['0lGw8zeruSqMHSW11Lkcqo'],0.866,0.589,0,-10.597,1,0.038,0.391,0.00201,0.131,0.553,121.266,212973,4
1309,Het Land Van,0TldsZEucGH9b82uAyE5Wc,"['Lange Frans', 'Baas B']","['5I2d294l90n7EMWVNUZczE', '2UYP8NXUoN2bFx7sylWQ14']",0.66,0.525,6,-8.826,0,0.174,0.892,5.48e-06,0.136,0.614,82.832,230440,4
1310,Why Tell Me Why,06c2L1gFGjdtqIDZ9lleH5,['Anita Meyer'],['7xxVm0cM4x7TUBadZQuz3S'],0.649,0.77,1,-5.779,0,0.0591,0.234,0.0,0.587,0.382,112.344,213773,4
1311,De Eerste Keer,06eICRFok9GhRifK25a5NH,['Maxine & Franklin Brown'],['4ptkAA3lQP6cGCAg7CVL8I'],0.775,0.909,9,-5.891,1,0.0526,0.264,0.0,0.154,0.67,100.089,158427,4
1312,Bring It All Back,1fn6EFBBNiDVhL3DxDDJTD,['S Club 7'],['1kM5rgJvkiDMOoKX56H6pX'],0.675,0.895,4,-4.904,1,0.0484,0.319,0.0,0.369,0.824,108.093,213600,4
1313,"Dom, Lomp & Famous",1GqYqYucjdgU2mYggk9BrM,"['The Opposites', 'Dio', 'Willie Wartaal']","['23951Pg9PiLB8Uza3k12g6', '2Np3tBLhkFCcJPun4KhrDQ', '4usBxmpmHRVy92QbcWk0M7']",0.71,0.738,1,-6.935,0,0.187,0.0546,3.92e-06,0.358,0.892,76.515,221720,4
1314,Vlinders,0ba6Rji9XEj8s3tLdXsIUS,"['Brainpower', 'Dicecream']","['6LfIVTnSSc9zNqjpfVPs1w', '5Y35hxCbhuDsV4hjRpAa20']",0.91,0.595,0,-5.517,1,0.197,0.233,0.0,0.0873,0.698,107.152,228240,4
1315,"Face Down, Ass Up",07GTOfIoy65hfmpnw6YtNb,['DJ Isaac'],['2FmgW6Jee0JQKtb6EnBWCq'],0.916,0.81,11,-7.637,1,0.1,0.0556,0.0633,0.208,0.412,140.072,304019,4
1316,Together In Wonderland,0ArcpCrp7srhUNy7gbSr29,"['Charlie Lownoise', 'Mental Theo']","['5igo8cjdoVf3eWNkRHBp2q', '3dOyTnBq9jKfRXJlJlddQq']",0.466,0.864,0,-7.668,1,0.0471,0.00429,0.749,0.116,0.118,163.817,220804,4
1317,The Game,65gR9pvaN4Xy2AZJUnYlkq,['DJ Galaga'],['6QPnWIQnzQvsTMAaOJe3EZ'],0.685,0.908,11,-5.814,0,0.103,0.0117,0.0909,0.44,0.739,144.043,181013,4
1318,La Camisa Negra,65o8SI1kfFAIr0EjXeBRkB,['Juanes'],['0UWZUmn7sybxMCqrw9tGa7'],0.751,0.73,6,-4.398,0,0.0312,0.0868,0.0,0.0757,0.968,97.014,214507,4
1319,Like a Virgin,1ZPlNanZsJSPK5h9YZZFbZ,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,4
1320,Non Stop,24qCvssED4dHQV8ocyPz1v,"['Brainpower', 'Partysquad-TLM']","['6LfIVTnSSc9zNqjpfVPs1w', '1daerQhyMrlycJXoZoPsCB']",0.924,0.703,10,-6.219,0,0.363,0.142,0.0,0.191,0.749,94.978,202080,4
1321,The Sweet Escape,66ZcOcouenzZEnzTJvoFmH,"['Gwen Stefani', 'Akon']","['4yiQZ8tQPux8cPriYMWUFP', '0z4gvV4rjIZ9wHck67ucSV']",0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4
1322,Juli July (Brother Louie),1nWGDpVwa3NVs0M7NVzthx,['Bert Heerink'],['4gEdE8kPyZOo2Y3kjL4oIm'],0.781,0.588,9,-11.231,0,0.0281,0.295,7.42e-06,0.061,0.961,102.146,227227,4
1323,Love Come Home - Radio Mix,7AWKKmsFwfFgy28Ulvb7Xi,['DJ Jean'],['73MDPnjHtoqOexpBNe4FPl'],0.73,0.893,9,-6.985,1,0.0402,0.0102,0.683,0.139,0.973,127.989,226573,4
1324,"Raataan Lambiyan (From ""Shershaah"")",2rOnSn2piaqLAlYjtfUBlY,"['Tanishk Bagchi', 'Jubin Nautiyal', 'Asees Kaur']","['4f7KfxeHq9BiylGmyXepGt', '1tqysapcCh1lWEAc9dIFpa', '1sVmXkzX2ukc6QvasrDBES']",0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009,230292,4
1325,"Ranjha (From ""Shershaah"")",72zHuDxFQTjbL51qJQSA7j,"['Jasleen Royal', 'B Praak', 'Romy', 'Anvita Dutt']","['74OaRjmyh0XyRZsQQQ5l7c', '56SjZARoEvag3RoKWIb16j', '0bRPtPZQkWHeG7MGk9eWlh', '4nJ0kto93jDLHQKmpGeYS8']",0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,228855,4
1326,Jugnu,2NTVtNcpC0i1R7LVGaCZCF,"['Badshah', 'Nikhita Gandhi']","['0y59o4v8uw5crbN9M3JiL1', '3tPQOjkxO3mrYrrgkTeXgH']",0.716,0.803,10,-5.14,0,0.0445,0.03,0.0,0.0817,0.325,124.961,230400,4
1327,Insane,3UhmuWcFaLS3AO3kI9ynQ2,"['AP Dhillon', 'Shinda Kahlon', 'Gurinder Gill', 'Gminxr']","['6LEG9Ld1aLImEFEVHdWNSB', '6aQfrWHwAcuY8IYItbChZh', '5DHi2MeoRgAwPE0A0qwRMl', '4vvW590Gq8dNWsP5BM9FkS']",0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,206061,4
1328,Oo Antava Oo Oo Antava,3szxldqiYs7nkvtmooRod8,['Indravathi Chauhan'],['1cNcHeOmjm7yKUYWhrmjMM'],0.925,0.739,5,-6.724,0,0.104,0.34,0.0733,0.366,0.508,127.97,223326,4
1329,Tu Aake Dekhle,0yCWDaAgOtg6TKlNCg9rwA,['King'],['5NHm4TU5Twz7owibYxJfFU'],0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,270000,4
1330,Kina Chir,6XPmY4hIb1RGRyNuq0UBsl,['The PropheC'],['4aopF0aU0Nbu5GtSorXV0W'],0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,216027,4
1331,We Rollin,7xeE24WnWUXDwgqGiaeshi,['Shubh'],['5r3wPya2PpeTTsXsGhQU8O'],0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,199206,4
1332,"Najaa (From ""Sooryavanshi"")",09vHbIezp9NP31CZWysk3v,"['Tanishk Bagchi', 'Pav Dharia', 'Nikhita Gandhi']","['4f7KfxeHq9BiylGmyXepGt', '0j2LQCxHNcJdkuJRa8KEp5', '3tPQOjkxO3mrYrrgkTeXgH']",0.786,0.727,9,-5.028,0,0.051,0.0818,0.0,0.0824,0.697,93.97,191239,4
1333,Brown Munde,58f4twRnbZOOVUhMUpplJ4,"['AP Dhillon', 'Gminxr', 'Gurinder Gill', 'Shinda Kahlon']","['6LEG9Ld1aLImEFEVHdWNSB', '4vvW590Gq8dNWsP5BM9FkS', '5DHi2MeoRgAwPE0A0qwRMl', '6aQfrWHwAcuY8IYItbChZh']",0.854,0.611,8,-6.26,0,0.0864,0.223,0.0,0.119,0.417,100.024,254400,4
1334,Saami Saami,4ZUxhQNRCzlh6alqBHPNRC,['Mounika Yadav'],['2oLVeyUyYNFELwC93iZWGG'],0.807,0.773,5,-6.885,0,0.278,0.359,0.00217,0.303,0.867,139.816,223961,4
1335,Srivalli,2YmXGUx32C3CUEgcAyHcGf,"['Devi Sri Prasad', 'Sid Sriram']","['5sSzCxHtgL82pYDvx2QyEU', '7qjJw7ZM2ekDSahLXPjIlN']",0.82,0.581,4,-5.655,1,0.0438,0.494,0.0,0.362,0.681,106.965,221000,4
1336,"Agar Tum Saath Ho (From ""Tamasha"")",2FCXQHugkoHE1K3tiDu8pu,"['Alka Yagnik', 'Arijit Singh']","['3gBKY0y3dFFVRqicLnVZYz', '4YRxDV8wJFPHPTeXepOstw']",0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,341055,4
1337,"Mann Bharryaa 2.0 (From ""Shershaah"")",3jf5303mzzJ96O8xFTcEn4,['B Praak'],['56SjZARoEvag3RoKWIb16j'],0.428,0.467,2,-4.904,1,0.0327,0.68,0.0,0.135,0.193,90.831,266005,4
1338,No Lie,48QmG1dfvMuYLxMPt7KSRA,"['Sean Paul', 'Dua Lipa']","['3Isy6kedDrgPYoTS1dazA9', '6M2wZ9GZgrQXHCFfjv46we']",0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,221176,4
1339,"Dil Ko Karaar Aaya (From ""Sukoon"")",5urYiIXu1ZhfMAOsp7WDTc,"['Yasser Desai', 'Neha Kakkar', 'Rajat Nagpal']","['6RF8hEdlUKoLPQOHmBbHiM', '5f4QpKfy7ptCHwTqspnSJI', '4yxICw7joYAxRI2sTRldLB']",0.55,0.448,11,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,231487,4
1340,Excuses,29m79w9xPMH4YCD6r8JSmV,"['AP Dhillon', 'Gurinder Gill', 'Intense']","['6LEG9Ld1aLImEFEVHdWNSB', '5DHi2MeoRgAwPE0A0qwRMl', '0OS0NZnK7TGIAWx8MkWNFN']",0.837,0.717,5,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,176233,4
1341,"Kusu Kusu (From ""Satyameva Jayate 2"")",6G699QfN1BWYWXfiblH51F,"['Tanishk Bagchi', 'Zahrah S Khan', 'Dev Negi']","['4f7KfxeHq9BiylGmyXepGt', '7C5xVXoqim1TICnCMZ9A6P', '04FsFHujpuqonrPXZrEJlK']",0.742,0.911,8,-2.812,1,0.0572,0.0137,0.00081,0.0593,0.78,101.0,195616,4
1342,"Mere Yaaraa (From ""Sooryavanshi"")",0tpwqQhdfJXRcUDSNRjb9O,"['Arijit Singh', 'Neeti Mohan', 'Rashmi Virag']","['4YRxDV8wJFPHPTeXepOstw', '3ZxZ03fj3tXBZHZWzvaLSM', '5r2baeTwcCJnuIsDIlxUJo']",0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,285164,4
1343,Ma Belle,3D0pmiK3zyF9PudyJ8mkor,"['AP Dhillon', 'Amari']","['6LEG9Ld1aLImEFEVHdWNSB', '6833GgqHOy9y9Dqnsxko1u']",0.908,0.314,0,-9.614,1,0.116,0.0424,4.15e-05,0.0727,0.244,97.011,160825,4
1344,Lover,0XwRlvv3KlOu4HWlOH34XG,['Diljit Dosanjh'],['2FKWNmZWDBZR4dE5KX4plR'],0.827,0.587,9,-5.531,0,0.113,0.203,0.0,0.0727,0.774,119.936,190000,4
1345,Shayad,1smFN2CLqGROu0J0UyvDfL,"['Pritam', 'Arijit Singh']","['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']",0.483,0.468,8,-7.642,1,0.0341,0.785,0.0,0.152,0.319,135.864,247941,4
1346,"Tum Tum (From ""Enemy - Tamil"")",3H3x4NhR3wJh6IvRHmPvkd,"['Thaman S', 'Srivardhini', 'Aditi Bhavaraju', 'Satya Yamini', 'Roshini JKV', 'Tejaswini']","['2FgHPfRprDaylrSRVf1UlN', '6bmhUYiasV6rSORgLmHYZ4', '35LFDqRu6EmXgUqEWeh2j6', '1GcAgSs5t6sadg2O8efjEu', '5e7jC00VGhxRpK5f9ahXhX', '22KTsf5b5SeYNOypXpyYBr']",0.741,0.761,8,-5.414,1,0.143,0.759,0.000607,0.126,0.912,147.047,228568,3
1347,Waalian,4hOsYVSWKWP71u3yQbcqZB,['Harnoor'],['4eB5clMaoi0cCRnCwLkkiS'],0.722,0.335,1,-9.943,1,0.136,0.12,0.0,0.0747,0.266,85.034,206118,4
1348,"Aashiqui Aa Gayi(From ""Radhe Shyam"")",7I6mwEFQwpTu5ciVZWFpd4,"['Mithoon', 'Arijit Singh']","['09UmIX92EUH9hAK4bxvHx6', '4YRxDV8wJFPHPTeXepOstw']",0.527,0.495,10,-7.783,0,0.0353,0.587,0.0,0.127,0.474,122.826,260133,4
1349,SPACESHIP,2PcGqmKToUz0s65q1Acg7d,"['AP Dhillon', 'Shinda Kahlon', 'Gminxr', 'Various Artists']","['6LEG9Ld1aLImEFEVHdWNSB', '6aQfrWHwAcuY8IYItbChZh', '4vvW590Gq8dNWsP5BM9FkS', '0LyfQWJT6nXafLPZqxe9Of']",0.69,0.683,5,-7.186,0,0.0968,0.076,0.000113,0.134,0.549,160.088,124499,4
1350,Param Sundari,3KeMulXbLDJBQdY5PZbGEh,"['A.R. Rahman', 'Shreya Ghoshal']","['1mYsTxnqsietFxj1OgoGbG', '0oOet2f43PA68X5RxKobEy']",0.815,0.761,4,-7.162,0,0.144,0.192,0.0,0.0272,0.82,121.999,200219,4
1351,"Soch Liya (From ""Radhe Shyam"")",3gc2Rho0Tn8i4LBgf6f2O5,"['Mithoon', 'Arijit Singh', 'Manoj Muntashir']","['09UmIX92EUH9hAK4bxvHx6', '4YRxDV8wJFPHPTeXepOstw', '4cAERazLlAzVGA10ORWaUP']",0.597,0.52,8,-7.624,0,0.036,0.484,1.05e-06,0.103,0.192,119.923,283260,4
1352,Barbaadiyan,6qZyM6JV8ohLC4S2EL5sFh,"['Sachet Tandon', 'Nikhita Gandhi', 'Madhubanti Bagchi', 'Sachin-Jigar']","['6WOdPJmexxFINcKMkP2jMG', '3tPQOjkxO3mrYrrgkTeXgH', '4ojkMVHjuDZgDXSJy5qs2h', '1mBydYMVBECdDmMfE2sEUO']",0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,230185,4
1353,Rait Zara Si,3gOXq3FPPesm7VLPKmef6j,"['A.R. Rahman', 'Arijit Singh', 'Shashaa Tirupati']","['1mYsTxnqsietFxj1OgoGbG', '4YRxDV8wJFPHPTeXepOstw', '12CpR4SNDzVIlDoPSeNFeW']",0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998,291462,4
1354,"Tip Tip (From ""Sooryavanshi"")",5zfRl79umXWvKoA7p4KEPa,"['Tanishk Bagchi', 'Udit Narayan', 'Alka Yagnik']","['4f7KfxeHq9BiylGmyXepGt', '70B80Lwx2sxti0M1Ng9e8K', '3gBKY0y3dFFVRqicLnVZYz']",0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,250288,4
1355,Chaka Chak,4uLG79ROWYEXx1kJvDVbWI,"['A.R. Rahman', 'Shreya Ghoshal']","['1mYsTxnqsietFxj1OgoGbG', '0oOet2f43PA68X5RxKobEy']",0.779,0.748,10,-6.811,0,0.205,0.0614,1.02e-05,0.124,0.852,163.939,271281,4
1356,Lut Gaye,2rU33n6Fhd6G1MzYhUj6C5,"['Jubin Nautiyal', 'Emraan Hashmi']","['1tqysapcCh1lWEAc9dIFpa', '44oMI9xI4kcCub3qbpYPdb']",0.638,0.785,10,-2.612,1,0.044,0.185,0.0,0.245,0.515,91.101,228031,4
1357,"Naatu Naatu (From ""Rrr"")",4iKGu3xtvm90eBw0EIPWJP,"['Rahul Sipligunj', 'Kala Bhairava', 'M. M. Keeravani']","['1H4ZvA2yyK7wCmbvEUWvPn', '4tejKImNVmDcORNBuZ1l14', '12l1SqSNsg2mI2IcXpPWjR']",0.405,0.988,10,-3.843,0,0.0992,0.355,0.113,0.0815,0.703,160.052,214400,4
1358,Pal Pal Dil Ke Paas- Title Track,7lGhrfren1Zpwh0ds0zuUg,"['Arijit Singh', 'Parampara Tandon']","['4YRxDV8wJFPHPTeXepOstw', '1E6arsXf5Fgsnv9YpSzjpE']",0.56,0.512,1,-7.185,0,0.0333,0.592,0.0,0.056,0.39,123.991,254516,4
1359,"Shiddat Title Track (From ""Shiddat"")",6CTN8S2qzPwZdwwp0Nugvy,['Manan Bhardwaj'],['3pQ4aA7dkolyjUAMrVScgh'],0.489,0.625,9,-6.497,0,0.0584,0.288,0.0,0.133,0.439,149.921,230876,3
1360,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,['Alec Benjamin'],['5IH6FPUwQTxPSXurCrcIov'],0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
1361,Jug Jug Jeeve,0tjnLIbuF8mwLUKq3CNIdH,"['Sachet Tandon', 'Parampara Tandon', 'Sachin-Jigar']","['6WOdPJmexxFINcKMkP2jMG', '1E6arsXf5Fgsnv9YpSzjpE', '1mBydYMVBECdDmMfE2sEUO']",0.559,0.632,5,-7.58,0,0.0608,0.413,0.0,0.118,0.699,90.097,199175,4
1362,Ambitions,5ZJmWZ93H9sklMis3gB8G1,['Hank McCoy'],['5UQUNHHemDkrlEWmfKooVH'],0.764,0.539,0,-9.282,0,0.356,0.565,1.61e-05,0.236,0.809,93.984,192705,4
1363,INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,"['Lil Nas X', 'Jack Harlow']","['7jVv8c5Fj3E9VhNjxT4snq', '2LIk90788K0zvyj2JJVwkJ']",0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4
1364,"Love Me Today, Leave Me Tomorrow",1LCNVW7bDSQsYBvcuGgSVA,"['Hank McCoy', 'Ambino']","['5UQUNHHemDkrlEWmfKooVH', '5XQi6Hub2ESjf7shIYyx59']",0.637,0.586,7,-10.839,0,0.161,0.73,0.00406,0.126,0.43,130.041,258560,4
1365,Coupe,4wNKxMbE3n1gRm4F6OaCP1,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],0.912,0.589,8,-7.476,1,0.2,0.0332,0.0162,0.0795,0.486,135.921,123549,4
1366,365,3EVHss8cKisKGR9AOFBcve,"['Hank McCoy', 'Queen Kiilo']","['5UQUNHHemDkrlEWmfKooVH', '1nrkuIZJbqPCZHF6VGmjX4']",0.451,0.659,7,-9.449,1,0.452,0.188,1.11e-06,0.115,0.274,90.293,214178,4
1367,Roadrunner,5DxA8tzKieKkOrvKnCrADi,['Migos'],['6oMuImdp5ZcFhWP0ESe6mG'],0.809,0.688,9,-5.465,1,0.139,0.104,0.00133,0.105,0.225,143.042,256739,4
1368,Grind Time,1EYGh4mfzSLpka2CkSE54B,"['Hank McCoy', 'City Streets']","['5UQUNHHemDkrlEWmfKooVH', '6ZxV2r2uYHUX5KilU80SCs']",0.743,0.635,2,-5.778,1,0.0613,0.105,0.0,0.079,0.335,132.067,207047,4
1369,Holy Smokes,3EpF150nXMSNjiH0bbmXIL,"['Trippie Redd', 'Lil Uzi Vert']","['6Xgp2XMz1fhVYe7i6yNAax', '4O15NlyKLIASxsJ0PrXPfz']",0.437,0.527,6,-6.967,1,0.465,0.185,0.0,0.153,0.701,187.815,181714,4
1370,Let It Burn,4Dl6IyhdQch1CWWB3gIPcv,['Cyclops'],['3NAm3V0yRA2eacjqSyE6az'],0.815,0.641,9,-5.244,0,0.198,0.0855,0.0,0.08,0.379,140.031,171759,4
1371,Mr. Jones (feat. Future),3Zg68ElzsOAHABZsfXlljo,"['Pop Smoke', 'Future']","['0eDvMgVFoNV3TpwtrVCoTj', '1RyvyyTE3xzB2ZywiAwp0i']",0.795,0.582,0,-7.365,0,0.054,0.275,0.0,0.239,0.778,134.055,214925,4
1372,If It's You,3OXfXpdNcayeDblyFqG1kb,"['Peter Jackson', 'Fetty Wap']","['3lF1gW0El7u8ChPBgl7v8r', '6PXS4YHDkKvl1wkIl4V8DL']",0.783,0.714,1,-4.272,1,0.0512,0.0636,0.0,0.0951,0.527,100.046,230400,4
1373,30 (feat. Bizzy Banks),24YG5Z8Of1VHovrfXsbvCZ,"['Pop Smoke', 'Bizzy Banks']","['0eDvMgVFoNV3TpwtrVCoTj', '7s3eCGNZMrwUQraXlocCBv']",0.578,0.684,0,-5.908,1,0.191,0.107,0.0,0.49,0.595,106.743,228252,3
1374,Mallory,5GiuDaP1K9tjuRUAQ0bDn5,"['YuroLafam', 'Lafam Grams']","['2sR2XlDnkpnqExYhrch97W', '00KMUWAIOQtFrJ6VU2PbgP']",0.892,0.618,2,-8.536,1,0.285,0.138,0.0,0.0781,0.707,134.971,156500,4
1375,Toxic,3h3NKhcfHkr6GvEpC3FRI5,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],0.685,0.515,4,-8.666,0,0.291,0.548,0.0,0.119,0.299,162.071,131968,4
1376,A Moonlight's Groove,2zCn0l6QSxJqG2JoSbaBtZ,['AlphaPatron'],['2BEDS57rjQDREAE9bw0HC2'],0.853,0.432,4,-11.645,0,0.15,0.562,5.11e-06,0.0996,0.551,98.043,181918,4
1377,ARE YOU WITH THAT?,5OFEJMirg4NPz7G1zgXDYu,['Vince Staples'],['68kEuyFKyqrdQQLLsmiatm'],0.859,0.423,1,-10.698,0,0.283,0.543,0.0,0.104,0.563,125.89,138410,4
1378,Hundred Roses,07gXyJNpY2bgWjkqoupWYc,['Peter Jackson'],['3lF1gW0El7u8ChPBgl7v8r'],0.567,0.624,8,-8.645,0,0.198,0.0681,0.0,0.154,0.292,117.185,189257,5
1379,"Switch it Up (feat. G Herbo, No More Heroes)",06BY7fb0Ztz7f7JPRWSBZ3,"['Pooh Shiesty', 'G Herbo', 'No More Heroes']","['5F1aAS1duwlzExnPs3l2Xe', '5QdEbQJ3ylBnc3gsIASAT5', '6TsHQClbheVZTyc97g5Nc4']",0.443,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.818,168649,4
1380,LEMONHEAD (feat. 42 Dugg),5fbHRCsGpFIOLRtlhCRFDR,"['Tyler, The Creator', '42 Dugg']","['4V8LLVI7PbaPR0K2TGSxFF', '45gHcnDnMC15sgx3VL7ROG']",0.62,0.586,1,-6.612,1,0.212,0.155,0.0,0.535,0.487,137.131,130980,4
1381,Twerkulator,2Ty7EDf9XLYzEUqEIwJfDC,['City Girls'],['37hAfseJWi0G3Scife12Il'],0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,138542,4
1382,Gangsta's Paradise,7lQWRAjyhTpCWFC0jmclT4,"['Coolio', 'L.V.']","['3y24n3XhZ96wgwRXjvS17T', '2LhsePRtgCo4THVKULQBL7']",0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,240693,4
1383,Astronaut In The Ocean,0jdso14vaFnpRazMLEZovF,['Masked Wolf'],['1uU7g3DNSbsu0QjSEqZtEd'],0.778,0.695,4,-6.865,0,0.0913,0.174,0.0,0.151,0.472,149.996,132780,4
1384,In Da Club,7iL6o9tox1zgHpKUfh9vuC,['50 Cent'],['3q7HBObVc0L8jNeTe5Gofh'],0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4
1385,Without Me,06wOQGz4bGB7HETrIjpIep,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],0.915,0.656,7,-2.827,1,0.0716,0.00299,0.0,0.324,0.642,112.243,290227,4
1386,Persia - Remix,3SgybTfx3GWHAcjhK9iPmz,"['Jossef', 'Jamby El Favo', 'Eix']","['7kaC28XGoTp1ViSZAA0iuX', '128ftF9X7Kd7Di2fq3wYVs', '384MqcXCGGFh9UcjI5Tpc5']",0.736,0.785,10,-3.676,1,0.0567,0.198,4.44e-06,0.109,0.747,176.021,250907,4
1387,Perrito Malvado,1sZ39ZxvFo8FyMz4s7iVlf,"['Damas Gratis', 'L-Gante', 'Marita']","['3YeBTR1Q1rUxKguz4jP6UV', '4YYxffPVDFe9XoqqbRW6Bq', '0W2GTHZvmVrIbQReJ9L0EJ']",0.613,0.704,4,-7.626,0,0.0713,0.14,0.0,0.727,0.587,84.926,280895,4
1388,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4
1389,Tengo Miedo De Ti,1qkBOMVrDdltTTHieYtE41,['Los Mier'],['2B8mbONjmLnXk4wpqF5UPQ'],0.667,0.652,4,-12.213,1,0.0466,0.0104,0.0,0.0747,0.763,86.44,169907,4
1390,512,5jzEwSyyymBlf1fa1o39T2,"['Mora', 'Jhay Cortez']","['0Q8NcsJwoCbZOHHW63su5S', '0EFisYRi20PTADoJrifHrz']",0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,4
1391,White Christmas,4Mu6ZKw3A4J1z7f1D9838q,['Bing Crosby'],['6ZjFtWeHP9XN7FeKSUe80S'],0.3,0.197,9,-14.399,1,0.0316,0.969,0.076,0.155,0.178,96.866,181301,4
1392,Last Christmas,0QPYn15U8IQHKcH2LDfrek,['Wham!'],['5lpH0xAS4fVfLkACg9DAuM'],0.735,0.645,11,-8.147,0,0.0273,0.277,0.0,0.458,0.881,106.753,266147,4
1393,Feliz Navidad,0UORDNH9ZneYlamDQB7guH,['José Feliciano'],['7K78lVZ8XzkjfRSI7570FF'],0.514,0.83,2,-8.666,1,0.0391,0.548,0.0,0.321,0.964,148.806,182227,4
1394,Happy Xmas (War Is Over) - 2010 Digital Remaster,5owzZAAQY0iO4BliuEMKyH,"['John Lennon', 'The Harlem Community Choir', 'The Plastic Ono Band', 'Yoko Ono']","['4x1nvY2FN8jxqAFA0DA02H', '0vneleczrRRNPF1vj0x0vy', '4m2kfAHEnK7Z7qLGxeWtro', '2s4tjL6W3qrblOe0raIzwJ']",0.298,0.757,11,-5.283,0,0.0375,0.426,1.37e-05,0.83,0.388,146.033,212680,3
1395,Sleigh Ride,1zOnUH1tBBLYREt1hgzvgf,['The Ronettes'],['7CyeXFnOrfC1N6z4naIpgo'],0.528,0.772,2,-7.013,1,0.0288,0.403,2.52e-06,0.316,0.852,91.735,181267,4
1396,All I Want for Christmas Is You,7nQrUXVzVeYb0hAuabfmaP,['Mariah Carey'],['4iHNK0tOyZPYnBU7nGAgpQ'],0.335,0.625,7,-7.462,1,0.0386,0.164,0.0,0.0708,0.346,150.277,241107,4
1397,It's the Most Wonderful Time of the Year,4DQ920CEDAOzyxeWxoidkN,['Andy Williams'],['4sj6D0zlMOl25nprDJBiU9'],0.194,0.599,2,-6.897,1,0.0368,0.727,0.0,0.194,0.724,202.059,165933,3
1398,Rockin' Around The Christmas Tree,28fuXrmmF9dYWx25dMW9dP,['Brenda Lee'],['4cPHsZM98sKzmV26wlwD2W'],0.679,0.554,8,-6.413,1,0.0518,0.653,0.0,0.509,0.871,141.264,124520,4
